event_id,event_time,user_id,dept,role,device_type,source_ip,asset_id,asset_type,data_classification,action,status,bytes_out,records_accessed,latency_ms,risk_score,label
EVT0000890,2026-05-01T14:10:50,U0046,Legal,intern,server,10.10.4.192,payroll,database,confidential,login,success,45178,38,143,3,normal
EVT0000891,2026-05-01T11:13:03,U0048,Sales,engineer,workstation,10.10.1.148,cust_db,database,restricted,login,success,34291,35,190,7,normal
EVT0000892,2026-05-01T12:57:20,U0138,Operations,engineer,laptop,10.10.10.122,crm,saas,confidential,schema_discovery,success,33027,26,180,28,normal
EVT0000893,2026-05-01T09:44:11,U0149,Legal,director,mobile,10.10.9.203,crm,saas,confidential,read,success,76324,39,38,7,normal
EVT0000894,2026-05-01T10:14:06,U0128,Data Science,director,server,10.10.14.117,bi_dashboard,dashboard,internal,login,success,29551,16,153,2,normal
EVT0000895,2026-05-01T14:12:55,U0116,HR,admin,mobile,10.10.7.110,payroll,database,confidential,login,success,131750,99,113,6,normal
EVT0000896,2026-05-01T10:44:16,U0090,Sales,engineer,laptop,10.10.14.117,data_lake,storage,restricted,schema_discovery,success,72464,100,116,49,normal
EVT0000897,2026-05-01T13:13:57,U0032,Operations,admin,server,10.10.2.66,ticketing,saas,internal,query,success,40071,34,143,5,normal
EVT0000898,2026-05-01T09:59:44,U0046,Legal,intern,workstation,10.10.10.58,ticketing,saas,internal,read,success,51828,28,110,6,normal
EVT0000899,2026-05-01T14:14:35,U0073,Finance,admin,laptop,10.10.1.134,payroll,database,confidential,schema_discovery,success,87694,78,124,33,normal
EVT0000900,2026-05-01T10:00:00,U0114,Data Science,intern,laptop,10.10.16.28,cust_db,database,restricted,query,success,100549,201,204,7,normal
EVT0000901,2026-05-01T10:00:08,U0090,Sales,engineer,workstation,10.10.3.42,ticketing,saas,internal,read,success,56488,33,41,48,normal
EVT0000902,2026-05-01T13:15:42,U0073,Finance,admin,mobile,10.10.8.32,git_repo,code,internal,upload,success,41915,388,220,6,normal
EVT0000903,2026-05-01T09:30:18,U0004,HR,manager,workstation,10.10.1.183,cust_db,database,restricted,login,success,112658,143,69,27,normal
EVT0000904,2026-05-01T13:46:32,U0111,HR,admin,vpn_gateway,10.10.2.143,data_lake,storage,restricted,query,success,105348,107,187,27,normal
EVT0000905,2026-05-01T14:17:05,U0100,Sales,admin,mobile,10.10.19.252,crm,saas,confidential,read,success,26687,23,114,1,normal
EVT0000906,2026-05-01T14:17:30,U0148,Legal,admin,workstation,10.10.7.162,public_web,web,public,upload,success,162524,314,72,1,normal
EVT0000907,2026-05-01T09:45:49,U0007,Engineering,manager,laptop,10.10.5.234,public_web,web,public,login,success,70105,55,113,51,normal
EVT0000908,2026-05-01T09:15:40,U0034,Operations,intern,workstation,10.10.9.213,ticketing,saas,internal,query,success,56741,114,148,8,normal
EVT0000909,2026-05-01T11:01:48,U0097,Operations,intern,vpn_gateway,10.10.4.192,git_repo,code,internal,query,success,104158,55,133,1,normal
EVT0000910,2026-05-01T10:01:20,U0118,HR,engineer,workstation,10.10.18.245,payroll,database,confidential,login,success,77623,39,151,3,normal
EVT0000911,2026-05-01T12:18:07,U0026,Data Science,director,server,10.10.5.165,ticketing,saas,internal,download,success,193204,222,176,5,normal
EVT0000912,2026-05-01T14:20:00,U0116,HR,admin,laptop,10.10.15.64,crm,saas,confidential,login,success,140361,412,78,5,normal
EVT0000913,2026-05-01T12:03:28,U0124,Finance,intern,vpn_gateway,10.10.19.171,cust_db,database,restricted,login,success,79280,539,145,8,normal
EVT0000914,2026-05-01T13:19:54,U0040,Data Science,admin,laptop,10.10.7.23,data_lake,storage,restricted,upload,success,89833,56,112,2,normal
EVT0000915,2026-05-01T11:18:15,U0071,Operations,admin,server,10.10.20.181,ticketing,saas,internal,login,success,43249,43,171,8,normal
EVT0000916,2026-05-01T12:19:32,U0050,Engineering,analyst,laptop,10.10.20.122,git_repo,code,internal,login,failed,125106,96,54,4,normal
EVT0000917,2026-05-01T10:32:50,U0053,Data Science,intern,vpn_gateway,10.10.11.49,ticketing,saas,internal,read,success,6431,20,158,6,normal
EVT0000918,2026-05-01T12:35:24,U0052,HR,analyst,vpn_gateway,10.10.7.162,bi_dashboard,dashboard,internal,read,success,103053,166,70,6,normal
EVT0000919,2026-05-01T11:34:26,U0136,HR,analyst,workstation,10.10.7.23,bi_dashboard,dashboard,internal,read,success,98816,164,159,1,normal
EVT0000920,2026-05-01T10:48:40,U0096,Finance,admin,workstation,10.10.19.252,bi_dashboard,dashboard,internal,login,success,111487,207,150,7,normal
EVT0000921,2026-05-01T13:53:03,U0083,Data Science,analyst,vpn_gateway,10.10.9.13,data_lake,storage,restricted,query,success,72760,108,153,1,normal
EVT0000922,2026-05-01T13:53:26,U0108,HR,analyst,laptop,10.10.19.252,public_web,web,public,read,success,85107,128,135,51,normal
EVT0000923,2026-05-01T10:03:04,U0032,Operations,admin,laptop,10.10.17.154,ticketing,saas,internal,login,success,49137,34,100,0,normal
EVT0000924,2026-05-01T12:52:36,U0073,Finance,admin,workstation,10.10.10.180,crm,saas,confidential,upload,success,140080,98,134,25,normal
EVT0000925,2026-05-01T09:47:55,U0121,HR,admin,server,10.10.16.28,payroll,database,confidential,download,success,73297,278,80,33,normal
EVT0000926,2026-05-01T11:51:30,U0127,Sales,director,laptop,10.10.8.75,cust_db,database,restricted,read,success,138009,75,114,30,normal
EVT0000927,2026-05-01T14:10:48,U0027,Sales,intern,server,10.10.15.64,cust_db,database,restricted,logout,success,182179,323,241,2,normal
EVT0000928,2026-05-01T09:48:16,U0049,Data Science,analyst,workstation,10.10.18.197,bi_dashboard,dashboard,internal,download,success,196363,102,112,0,normal
EVT0000929,2026-05-01T10:03:52,U0013,Operations,analyst,mobile,10.10.10.253,git_repo,code,internal,login,success,46327,23,38,2,normal
EVT0000930,2026-05-01T13:56:30,U0118,HR,engineer,server,10.10.8.178,payroll,database,confidential,login,failed,81994,58,15,7,normal
EVT0000931,2026-05-01T10:04:08,U0134,Sales,analyst,server,10.10.18.21,data_lake,storage,restricted,query,success,39503,70,122,26,normal
EVT0000932,2026-05-01T11:21:56,U0076,Operations,analyst,laptop,10.10.15.71,payroll,database,confidential,read,success,36096,142,51,32,normal
EVT0000933,2026-05-01T09:33:18,U0055,HR,director,mobile,10.10.16.31,cust_db,database,restricted,query,success,93462,52,90,33,normal
EVT0000934,2026-05-01T13:26:54,U0081,HR,director,mobile,10.10.8.46,git_repo,code,internal,query,success,113613,57,168,5,normal
EVT0000935,2026-05-01T12:24:55,U0116,HR,admin,vpn_gateway,10.10.8.80,data_lake,storage,restricted,download,success,127641,89,141,1,normal
EVT0000936,2026-05-01T10:20:24,U0119,HR,engineer,server,10.10.12.181,payroll,database,confidential,download,success,135275,92,125,8,normal
EVT0000937,2026-05-01T12:56:43,U0091,Engineering,engineer,vpn_gateway,10.10.20.204,git_repo,code,internal,login,success,125895,128,146,53,normal
EVT0000938,2026-05-01T11:54:30,U0014,Operations,engineer,mobile,10.10.9.144,ticketing,saas,internal,logout,success,126776,180,134,3,normal
EVT0000939,2026-05-01T12:26:03,U0046,Legal,intern,mobile,10.10.2.40,git_repo,code,internal,read,success,56120,171,117,3,normal
EVT0000940,2026-05-01T10:05:20,U0014,Operations,engineer,vpn_gateway,10.10.12.181,cust_db,database,restricted,query,success,101129,66,129,31,normal
EVT0000941,2026-05-01T12:26:37,U0101,Sales,admin,workstation,10.10.10.10,payroll,database,confidential,login,success,76113,54,153,4,normal
EVT0000942,2026-05-01T14:16:48,U0074,HR,admin,mobile,10.10.5.209,cust_db,database,restricted,login,success,138370,308,81,5,normal
EVT0000943,2026-05-01T09:50:01,U0043,Finance,admin,workstation,10.10.2.66,crm,saas,confidential,read,success,85031,598,126,27,normal
EVT0000944,2026-05-01T11:24:32,U0020,Legal,admin,server,10.10.15.64,crm,saas,confidential,query,success,0,0,46,3,normal
EVT0000945,2026-05-01T13:15:00,U0029,Operations,engineer,vpn_gateway,10.10.17.99,cust_db,database,restricted,download,success,62367,141,82,2,normal
EVT0000946,2026-05-01T10:06:08,U0026,Data Science,director,workstation,10.10.10.253,git_repo,code,internal,download,failed,2118,1,143,7,normal
EVT0000947,2026-05-01T11:25:11,U0094,Sales,engineer,vpn_gateway,10.10.8.94,ticketing,saas,internal,login,success,65770,60,162,1,normal
EVT0000948,2026-05-01T11:25:24,U0133,Sales,engineer,server,10.10.5.165,cust_db,database,restricted,login,success,125435,769,62,3,normal
EVT0000949,2026-05-01T14:03:47,U0111,HR,admin,workstation,10.10.20.181,bi_dashboard,dashboard,internal,login,success,123002,64,236,8,normal
EVT0000950,2026-05-01T13:00:50,U0135,Finance,admin,workstation,10.10.14.117,crm,saas,confidential,logout,success,53903,73,156,28,normal
EVT0000951,2026-05-01T09:35:06,U0149,Legal,director,workstation,10.10.8.186,bi_dashboard,dashboard,internal,upload,failed,29653,42,142,1,normal
EVT0000952,2026-05-01T09:19:20,U0128,Data Science,director,mobile,10.10.16.167,crm,saas,confidential,read,success,39074,54,113,32,normal
EVT0000953,2026-05-01T11:42:22,U0017,Engineering,admin,server,10.10.1.128,git_repo,code,internal,login,success,99045,136,211,0,normal
EVT0000954,2026-05-01T12:46:12,U0091,Engineering,engineer,vpn_gateway,10.10.18.196,cust_db,database,restricted,login,success,55968,134,152,46,normal
EVT0000955,2026-05-01T11:26:55,U0037,Operations,analyst,mobile,10.10.9.227,data_lake,storage,restricted,read,success,76759,43,132,31,normal
EVT0000956,2026-05-01T12:46:48,U0103,Finance,engineer,workstation,10.10.7.191,payroll,database,confidential,delete,success,54710,31,102,27,normal
EVT0000957,2026-05-01T10:55:27,U0065,Engineering,manager,server,10.10.19.96,crm,saas,confidential,read,success,73329,60,140,2,normal
EVT0000958,2026-05-01T12:31:26,U0112,HR,manager,workstation,10.10.16.114,payroll,database,confidential,login,success,59645,56,64,5,normal
EVT0000959,2026-05-01T12:47:42,U0120,Finance,manager,server,10.10.16.31,public_web,web,public,schema_discovery,failed,143008,508,131,2,normal
EVT0000960,2026-05-01T14:24:00,U0078,Data Science,engineer,workstation,10.10.1.183,data_lake,storage,restricted,query,success,123625,591,164,31,normal
EVT0000961,2026-05-01T10:24:09,U0104,Legal,intern,laptop,10.10.8.167,cust_db,database,restricted,read,success,119239,182,80,1,normal
EVT0000962,2026-05-01T12:00:30,U0025,Operations,analyst,vpn_gateway,10.10.10.10,git_repo,code,internal,query,success,71336,44,135,0,normal
EVT0000963,2026-05-01T10:56:33,U0133,Sales,engineer,mobile,10.10.2.40,crm,saas,confidential,query,success,149504,208,200,4,normal
EVT0000964,2026-05-01T09:20:20,U0125,Engineering,engineer,mobile,10.10.3.73,data_lake,storage,restricted,login,success,138915,268,204,1,normal
EVT0000965,2026-05-01T13:21:40,U0007,Engineering,manager,mobile,10.10.8.186,ticketing,saas,internal,read,success,62259,34,174,53,normal
EVT0000966,2026-05-01T11:29:18,U0113,Operations,analyst,mobile,10.10.7.69,payroll,database,confidential,read,success,107383,239,123,8,normal
EVT0000967,2026-05-01T13:54:34,U0052,HR,analyst,workstation,10.10.6.51,ticketing,saas,internal,read,success,17388,19,10,6,normal
EVT0000968,2026-05-01T10:09:04,U0119,HR,engineer,laptop,10.10.8.178,public_web,web,public,download,success,134411,104,129,4,normal
EVT0000969,2026-05-01T09:36:54,U0114,Data Science,intern,workstation,10.10.8.94,cust_db,database,restricted,delete,success,134639,1141,106,27,normal
EVT0000970,2026-05-01T12:18:40,U0129,Legal,intern,mobile,10.10.10.181,data_lake,storage,restricted,read,success,20759,25,110,30,normal
EVT0000971,2026-05-01T13:07:29,U0036,HR,intern,server,10.10.18.21,git_repo,code,internal,download,success,63664,73,167,7,normal
EVT0000972,2026-05-01T14:28:48,U0047,Operations,director,server,10.10.17.154,git_repo,code,internal,login,success,24084,101,85,0,normal
EVT0000973,2026-05-01T09:21:05,U0041,Sales,analyst,mobile,10.10.1.134,data_lake,storage,restricted,login,success,4590,2,120,28,normal
EVT0000974,2026-05-01T10:09:52,U0045,Data Science,director,laptop,10.10.16.28,public_web,web,public,download,success,95793,52,111,1,normal
EVT0000975,2026-05-01T13:08:45,U0096,Finance,admin,vpn_gateway,10.10.17.154,cust_db,database,restricted,schema_discovery,success,122602,98,154,3,normal
EVT0000976,2026-05-01T10:58:56,U0065,Engineering,manager,vpn_gateway,10.10.18.245,ticketing,saas,internal,read,success,92624,52,201,3,normal
EVT0000977,2026-05-01T09:53:59,U0150,Legal,engineer,laptop,10.10.6.2,cust_db,database,restricted,query,success,90697,108,127,6,normal
EVT0000978,2026-05-01T14:14:54,U0140,Finance,intern,server,10.10.20.122,payroll,database,confidential,read,success,66200,135,10,28,normal
EVT0000979,2026-05-01T14:15:17,U0122,Engineering,intern,server,10.10.20.59,bi_dashboard,dashboard,internal,read,success,134410,71,48,1,normal
EVT0000980,2026-05-01T14:15:40,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,23137446,158475,154,98,exfiltration_suspected
EVT0000981,2026-05-01T11:48:54,U0007,Engineering,manager,vpn_gateway,185.220.101.2,payroll,database,confidential,download,success,22932287,38606,98,100,exfiltration_suspected
EVT0000982,2026-05-01T14:32:48,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,13826596,83292,89,100,exfiltration_suspected
EVT0000983,2026-05-01T12:54:54,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,16059848,27594,132,100,exfiltration_suspected
EVT0000984,2026-05-01T09:54:48,U0007,Engineering,manager,vpn_gateway,185.220.101.2,payroll,database,confidential,download,success,7704268,7133,99,97,exfiltration_suspected
EVT0000985,2026-05-01T11:33:25,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,12642194,59353,165,95,exfiltration_suspected
EVT0000986,2026-05-01T11:00:46,U0007,Engineering,manager,mobile,185.220.101.2,payroll,database,confidential,download,success,17657664,18018,126,100,exfiltration_suspected
EVT0000987,2026-05-01T14:01:54,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,19647342,33470,114,98,exfiltration_suspected
EVT0000988,2026-05-01T09:55:16,U0007,Engineering,manager,mobile,185.220.101.2,payroll,database,confidential,download,success,5499912,3117,62,95,exfiltration_suspected
EVT0000989,2026-05-01T09:55:23,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,13195480,36152,132,100,exfiltration_suspected
EVT0000990,2026-05-01T13:30:00,U0007,Engineering,manager,server,185.220.101.2,payroll,database,confidential,download,success,12391614,7943,195,99,exfiltration_suspected
EVT0000991,2026-05-01T12:24:16,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,21892824,104251,113,100,exfiltration_suspected
EVT0000992,2026-05-01T12:57:36,U0007,Engineering,manager,mobile,185.220.101.2,payroll,database,confidential,download,success,23554448,67106,69,100,exfiltration_suspected
EVT0000993,2026-05-01T10:28:57,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,6132669,9166,1,100,exfiltration_suspected
EVT0000994,2026-05-01T11:51:56,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,19898830,35597,126,98,exfiltration_suspected
EVT0000995,2026-05-01T12:41:55,U0007,Engineering,manager,vpn_gateway,185.220.101.2,payroll,database,confidential,download,success,5872150,3569,178,100,exfiltration_suspected
EVT0000996,2026-05-01T11:35:48,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,6916581,5609,141,100,exfiltration_suspected
EVT0000997,2026-05-01T11:52:38,U0007,Engineering,manager,server,185.220.101.2,payroll,database,confidential,download,success,17794004,10936,94,98,exfiltration_suspected
EVT0000998,2026-05-01T10:29:42,U0007,Engineering,manager,vpn_gateway,185.220.101.2,payroll,database,confidential,download,success,16325706,17979,139,95,exfiltration_suspected
EVT0000999,2026-05-01T14:39:36,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,9171031,7255,30,100,exfiltration_suspected
EVT0001000,2026-05-01T11:36:40,U0007,Engineering,manager,mobile,185.220.101.2,payroll,database,confidential,download,success,23676679,25295,120,95,exfiltration_suspected
EVT0001001,2026-05-01T14:23:43,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,14265866,7592,136,100,exfiltration_suspected
EVT0001002,2026-05-01T10:30:18,U0007,Engineering,manager,vpn_gateway,185.220.101.2,payroll,database,confidential,download,success,11182588,6005,89,100,exfiltration_suspected
EVT0001003,2026-05-01T14:24:29,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,13638423,9159,149,100,exfiltration_suspected
EVT0001004,2026-05-01T14:08:08,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,11846510,9342,118,100,exfiltration_suspected
EVT0001005,2026-05-01T13:01:30,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,18694823,17586,130,99,exfiltration_suspected
EVT0001006,2026-05-01T14:42:24,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,12096079,10555,73,100,exfiltration_suspected
EVT0001007,2026-05-01T14:26:01,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,7632176,13653,136,100,exfiltration_suspected
EVT0001008,2026-05-01T14:26:24,U0007,Engineering,manager,vpn_gateway,185.220.101.2,payroll,database,confidential,download,success,20848736,17895,69,100,exfiltration_suspected
EVT0001009,2026-05-01T12:12:15,U0007,Engineering,manager,mobile,185.220.101.2,payroll,database,confidential,download,success,17145528,16597,96,100,exfiltration_suspected
EVT0001010,2026-05-01T10:14:40,U0007,Engineering,manager,server,185.220.101.2,payroll,database,confidential,download,success,17156669,12813,155,98,exfiltration_suspected
EVT0001011,2026-05-01T13:20:09,U0007,Engineering,manager,mobile,185.220.101.2,payroll,database,confidential,download,success,24621133,18373,103,99,exfiltration_suspected
EVT0001012,2026-05-01T11:56:08,U0007,Engineering,manager,mobile,185.220.101.2,payroll,database,confidential,download,success,11647274,6149,188,100,exfiltration_suspected
EVT0001013,2026-05-01T09:24:25,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,9241211,5114,81,100,exfiltration_suspected
EVT0001014,2026-05-01T09:24:30,U0007,Engineering,manager,vpn_gateway,185.220.101.2,payroll,database,confidential,download,success,18499535,31143,67,99,exfiltration_suspected
EVT0001015,2026-05-01T10:15:20,U0007,Engineering,manager,server,185.220.101.2,payroll,database,confidential,download,success,16910401,8605,170,100,exfiltration_suspected
EVT0001016,2026-05-01T15:03:20,U0007,Engineering,manager,vpn_gateway,185.220.101.2,payroll,database,confidential,download,success,24782288,91447,42,97,exfiltration_suspected
EVT0001017,2026-05-01T09:24:45,U0007,Engineering,manager,mobile,185.220.101.2,payroll,database,confidential,download,success,8251377,11654,191,100,exfiltration_suspected
EVT0001018,2026-05-01T12:14:30,U0007,Engineering,manager,server,185.220.101.2,payroll,database,confidential,download,success,12069270,10377,148,99,exfiltration_suspected
EVT0001019,2026-05-01T14:30:37,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,10681462,5397,147,99,exfiltration_suspected
EVT0001020,2026-05-01T14:48:00,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,10665747,8049,155,95,exfiltration_suspected
EVT0001021,2026-05-01T14:14:22,U0007,Engineering,manager,server,185.220.101.2,payroll,database,confidential,download,success,19311051,16561,149,97,exfiltration_suspected
EVT0001022,2026-05-01T13:23:38,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,9590851,6001,138,96,exfiltration_suspected
EVT0001023,2026-05-01T12:32:48,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,22208192,14355,157,100,exfiltration_suspected
EVT0001024,2026-05-01T09:42:24,U0007,Engineering,manager,laptop,185.220.101.2,payroll,database,confidential,download,success,6195751,10274,207,97,exfiltration_suspected
EVT0001025,2026-05-01T14:32:55,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,21667372,58719,130,98,exfiltration_suspected
EVT0001026,2026-05-01T15:07:30,U0007,Engineering,manager,server,185.220.101.2,payroll,database,confidential,download,success,6302339,4179,124,99,exfiltration_suspected
EVT0001027,2026-05-01T14:50:48,U0007,Engineering,manager,workstation,185.220.101.2,payroll,database,confidential,download,success,12781049,8706,96,100,exfiltration_suspected
EVT0001028,2026-05-01T13:42:40,U0007,Engineering,manager,server,185.220.101.2,payroll,database,confidential,download,success,14639227,14422,133,100,exfiltration_suspected
EVT0001029,2026-05-01T11:25:48,U0007,Engineering,manager,server,185.220.101.2,payroll,database,confidential,download,success,9296908,5108,80,100,exfiltration_suspected
EVT0001030,2026-05-01T14:52:00,U0106,Finance,engineer,laptop,10.10.7.82,data_lake,storage,restricted,login,success,0,0,115,5,normal
EVT0001031,2026-05-01T11:43:23,U0082,Operations,analyst,server,10.10.16.114,public_web,web,public,read,success,45351,28,137,3,normal
EVT0001032,2026-05-01T12:18:00,U0012,Data Science,manager,laptop,10.10.14.192,git_repo,code,internal,read,success,52898,39,106,5,normal
EVT0001033,2026-05-01T10:34:57,U0139,Data Science,admin,workstation,10.10.15.147,cust_db,database,restricted,schema_discovery,success,87033,52,99,78,policy_violation
EVT0001034,2026-05-01T10:00:38,U0013,Operations,analyst,mobile,10.10.19.96,data_lake,storage,restricted,read,success,175010,252,111,2,normal
EVT0001035,2026-05-01T12:36:00,U0085,Operations,manager,vpn_gateway,10.10.9.203,public_web,web,public,login,success,80067,259,128,8,normal
EVT0001036,2026-05-01T12:53:32,U0125,Engineering,engineer,laptop,10.10.7.191,cust_db,database,restricted,login,success,149838,228,130,1,normal
EVT0001037,2026-05-01T12:53:49,U0103,Finance,engineer,server,10.10.7.82,crm,saas,confidential,download,success,92908,658,104,0,normal
EVT0001038,2026-05-01T14:20:36,U0039,Sales,manager,workstation,10.10.2.143,payroll,database,confidential,download,success,103395,106,184,33,normal
EVT0001039,2026-05-01T09:26:35,U0078,Data Science,engineer,workstation,10.10.9.144,git_repo,code,internal,read,success,73459,75,192,1,normal
EVT0001040,2026-05-01T11:28:00,U0105,Data Science,manager,server,10.10.8.75,git_repo,code,internal,read,success,43360,27,112,6,normal
EVT0001041,2026-05-01T12:37:36,U0140,Finance,intern,workstation,10.10.15.234,payroll,database,confidential,read,success,129709,120,112,26,normal
EVT0001042,2026-05-01T15:14:10,U0080,Data Science,manager,server,10.10.7.162,bi_dashboard,dashboard,internal,login,success,102130,77,116,48,normal
EVT0001043,2026-05-01T10:01:41,U0037,Operations,analyst,laptop,10.10.3.104,public_web,web,public,query,success,0,0,105,7,normal
EVT0001044,2026-05-01T11:46:12,U0106,Finance,engineer,laptop,10.10.16.167,git_repo,code,internal,download,success,154416,237,137,3,normal
EVT0001045,2026-05-01T14:23:10,U0126,Data Science,intern,vpn_gateway,10.10.8.46,ticketing,saas,internal,read,success,84977,45,175,1,normal
EVT0001046,2026-05-01T10:19:28,U0109,Legal,analyst,mobile,10.10.4.141,payroll,database,confidential,read,success,140352,140,125,1,normal
EVT0001047,2026-05-01T09:44:42,U0109,Legal,analyst,server,10.10.8.32,ticketing,saas,internal,login,success,0,0,126,4,normal
EVT0001048,2026-05-01T10:19:44,U0112,HR,manager,vpn_gateway,10.10.14.117,git_repo,code,internal,query,success,74166,51,163,2,normal
EVT0001049,2026-05-01T10:37:21,U0075,Operations,engineer,mobile,10.10.15.20,data_lake,storage,restricted,download,success,32989,42,169,2,normal
EVT0001050,2026-05-01T10:55:00,U0135,Finance,admin,laptop,10.10.16.28,ticketing,saas,internal,login,failed,104254,141,170,3,normal
EVT0001051,2026-05-01T11:12:41,U0025,Operations,analyst,vpn_gateway,10.10.16.56,ticketing,saas,internal,read,success,32491,17,72,3,normal
EVT0001052,2026-05-01T12:40:32,U0004,HR,manager,server,10.10.1.148,data_lake,storage,restricted,logout,success,43160,69,98,33,normal
EVT0001053,2026-05-01T14:26:06,U0052,HR,analyst,laptop,10.10.1.134,payroll,database,confidential,query,success,75086,209,79,8,normal
EVT0001054,2026-05-01T14:44:02,U0099,Data Science,engineer,vpn_gateway,10.10.19.111,bi_dashboard,dashboard,internal,query,success,0,0,40,7,normal
EVT0001055,2026-05-01T11:13:25,U0044,Finance,engineer,mobile,10.10.17.90,cust_db,database,restricted,download,success,155729,145,168,25,normal
EVT0001056,2026-05-01T12:24:00,U0020,Legal,admin,laptop,10.10.16.114,cust_db,database,restricted,login,success,29607,49,145,8,normal
EVT0001057,2026-05-01T12:59:29,U0097,Operations,intern,vpn_gateway,10.10.8.94,public_web,web,public,query,success,57012,31,176,3,normal
EVT0001058,2026-05-01T10:56:20,U0072,Engineering,admin,laptop,10.10.20.59,crm,saas,confidential,upload,success,8058,6,147,31,normal
EVT0001059,2026-05-01T15:21:15,U0090,Sales,engineer,server,10.10.6.79,crm,saas,confidential,login,success,132756,247,52,53,normal
EVT0001060,2026-05-01T11:14:20,U0098,Data Science,engineer,mobile,10.10.7.110,bi_dashboard,dashboard,internal,login,success,112997,1017,119,4,normal
EVT0001061,2026-05-01T12:25:15,U0025,Operations,analyst,workstation,10.10.5.209,bi_dashboard,dashboard,internal,permission_change,success,140184,99,87,32,normal
EVT0001062,2026-05-01T13:00:54,U0012,Data Science,manager,server,10.10.16.56,git_repo,code,internal,logout,success,171571,127,103,7,normal
EVT0001063,2026-05-01T13:54:20,U0045,Data Science,director,laptop,10.10.3.42,ticketing,saas,internal,download,success,80334,59,29,2,normal
EVT0001064,2026-05-01T10:57:20,U0034,Operations,intern,laptop,10.10.8.186,payroll,database,confidential,read,success,146856,79,144,33,normal
EVT0001065,2026-05-01T11:50:45,U0050,Engineering,analyst,vpn_gateway,10.10.14.117,cust_db,database,restricted,read,success,105243,66,84,30,normal
EVT0001066,2026-05-01T14:13:06,U0004,HR,manager,vpn_gateway,10.10.6.2,public_web,web,public,read,success,71135,176,103,4,normal
EVT0001067,2026-05-01T10:04:29,U0045,Data Science,director,laptop,10.10.20.17,ticketing,saas,internal,login,success,98801,134,176,4,normal
EVT0001068,2026-05-01T14:31:36,U0090,Sales,engineer,laptop,10.10.17.99,payroll,database,confidential,read,success,90926,269,101,46,normal
EVT0001069,2026-05-01T10:58:10,U0023,Legal,director,mobile,10.10.7.162,crm,saas,confidential,read,success,163343,116,101,50,normal
EVT0001070,2026-05-01T13:38:50,U0021,Sales,admin,mobile,10.10.20.122,data_lake,storage,restricted,read,success,12599,17,36,0,normal
EVT0001071,2026-05-01T13:03:27,U0074,HR,admin,mobile,10.10.17.99,crm,saas,confidential,logout,success,65675,142,152,4,normal
EVT0001072,2026-05-01T11:52:16,U0113,Operations,analyst,server,10.10.8.94,git_repo,code,internal,login,success,39231,21,98,2,normal
EVT0001073,2026-05-01T09:47:18,U0150,Legal,engineer,workstation,10.10.17.99,public_web,web,public,login,success,99039,189,195,5,normal
EVT0001074,2026-05-01T14:15:54,U0142,Operations,admin,laptop,10.10.5.234,git_repo,code,internal,login,success,88571,76,154,2,normal
EVT0001075,2026-05-01T13:58:20,U0036,HR,intern,workstation,10.10.1.183,ticketing,saas,internal,query,success,12528,8,91,1,normal
EVT0001076,2026-05-01T15:28:20,U0092,Legal,engineer,workstation,10.10.3.104,cust_db,database,restricted,login,success,43338,59,182,27,normal
EVT0001077,2026-05-01T13:41:03,U0140,Finance,intern,server,10.10.16.114,crm,saas,confidential,download,success,100072,62,68,31,normal
EVT0001078,2026-05-01T13:59:20,U0063,Legal,analyst,mobile,10.10.10.147,git_repo,code,internal,query,success,40487,24,184,8,normal
EVT0001079,2026-05-01T10:23:52,U0108,HR,analyst,workstation,10.10.15.234,public_web,web,public,download,success,70229,36,127,53,normal
